int_id,url,left,result,,right,center1,center2,year,birth,loc,genrei,author,source,corp_index,sub_query_index,id,group_id,compose_doc_id
36042,http://m.livejournal.com/read/user/garimich/666774,""" За ночь в городе намело приличные сугробы "" , - саапщает нам",приморская,медия,", сопровождая сие сообщение кортинкой с горсткой снега . Отчево - то смиюсь",приморская,медия,2012,1983,Москва,blog,garimich,lj,41,72366,12048861,,39_6657811
38599,http://m.livejournal.com/read/user/no_comment_news/2536,Продолжаю знакомиться с,новой,медией,". Один из примеров - инфы : говорящая анимация , способная отвечать на узкий",новой,медией,2009,0,Таллин,blog,no_comment_news,lj,41,72366,24873273,,39_7828693
39545,http://m.livejournal.com/read/user/gottfrid/1429246/comments/p1,между Лапидом и Беннетом . People are idiots ( C ) И потребители,социальной,медии,разрываются между двумя единственными кандидатами с с хорошим кампейном в,социальной,медии,2013,1971,Израиль,blog,saper,lj,41,72366,29800223,,39_8365486
39548,http://m.livejournal.com/read/user/yaqir_mamlal/248706/comments/p1,я очень много чего понимаю в,социальной,медии,", и вижу , что кампейн Бенетта с его списком кроет все",социальной,медии,2013,1971,Израиль,blog,saper,lj,41,72366,29801439,,39_8366702
40387,http://m.livejournal.com/read/user/joker1232/2031,"прочим это будет прецедентом лишь для русского рынка ибо "" гиганты",игровой,медии,""" давным давно публикуют такие отчеты для держателей своих акций . Что",игровой,медии,2007,0,NA,blog,joker1232,lj,41,72366,15706764,,39_8774036
44460,http://m.livejournal.com/read/user/ru_wikipedia/1897101,"фамилию не увидел , хотя его заявление наделало изрядный шум в",американской,медии,. Попробую угадать с одного раза . Джеймс Трэйси это ОРИСС ? Всё,американской,медии,2013,0,Россия,blog,bigphils,lj,41,72366,5181585,,39_10414753
46184,http://m.livejournal.com/read/user/akeb0n0/146164,"у меня к карандашу стойкий взаимный комплекс неполноценности , как к",конечной,медии,". А мой любимый Берт Додсон наоборот , карандаш очень рекомендует . Вот",конечной,медии,2009,1983,Израиль,blog,akeb0n0,lj,41,72366,1776483,,39_11105714
46795,http://m.livejournal.com/read/user/tapir1812/14885,"в кофейне , а потом они планируют из простой программы - каталога",домашней,медии,создать social network . Хотя программа не так уж и проста,домашней,медии,2005,0,Латвия,blog,tapir1812,lj,41,72366,33261871,,39_11399644
52565,http://m.livejournal.com/read/user/zhru_drugs/9847,"на реальности . Пришло время выступить против мантры , насаждаемой политиками и",разнообразной,медией,"и утверждающей что общество должно воевать против наркотиков , словно бы",разнообразной,медией,2009,0,NA,blog,ex_shaggoth,lj,41,72366,10592284,,39_14150934
53176,http://m.livejournal.com/read/user/liliya_108/73340,руками ведут к славе и власти ? Но более всего поразили,вчерашние,медии,", те же полунищие - « Таблоид УП » . Трагедия в отдельно взятой семье",вчерашние,медии,2011,0,Запорожская область,blog,liliya_108,lj,41,72366,19388223,,39_14481309
53177,http://m.livejournal.com/read/user/liliya_108/75461,"его же считает главным её нарушителем . И , тем не менее ,",вчерашние,медии,ярко пестрели заголовками типа : « Янукович - главный нарушитель прав и свобод,вчерашние,медии,2011,0,Запорожская область,blog,liliya_108,lj,41,72366,19388230,,39_14481316
62090,http://m.livejournal.com/read/user/mm_aka_mm/162730,"Человек Типа Б , или Расслабленный по Жизни , такого внимания в",массовой,медии,"не получил , что вполне понятно . Во-первых , ему и так хорошо",массовой,медии,2013,0,Chicago,blog,mm_aka_mm,lj,41,72366,22656932,,39_18479312
63923,http://m.livejournal.com/read/user/mirsulzhan/241452,которые специально приедут в Бишкек . Встретиться с мировыми экспертами по,Новой,Медии,", IT , openSource и прочее . Встретиться лицом к лицу с потенциальными",Новой,Медии,2008,1987,Бишкек,blog,mirsulzhan,lj,41,72366,22484775,,39_19223509
65179,http://m.livejournal.com/read/user/doosya/357319/comments/p1,"теперь развлечение обеспечено . Кость брошена , бобики будут ее жевать. . Все",гоповская,медия,"ведь только тем и занимается , что кого то критикует , нет",гоповская,медия,2009,0,NA,blog,pontia,lj,41,72366,27456436,,39_19816934
132,http://m.livejournal.com/read/user/puzz_led/95017,"есть остатки вчерашних чипсов , семечек , пустые пивные бутылки и полбанки",открытой,пепсы,( мы с доброй ивгенией вчера поднимали мой упавший в жопу,открытой,пепсы,2012,0,Москва,blog,puzz_led,lj,41,72426,28055804,,39_2520877
203,http://m.livejournal.com/read/user/badfall/18202,"ну да , блять , булавка , суко , полезная . опять пригодилась . также , как",пустая,пепся,и фольга из пад шоколадки . но я совсем не наркоманка,пустая,пепся,2006,0,Калининград,blog,badfall,lj,41,72426,4554615,,39_9174610
314,http://m.livejournal.com/read/user/4shir/280229/comments/p1,диабетик и,сладкую,пепсю,? водички бы ...,сладкую,пепсю,2008,0,Barcelona,blog,koshastaya,lj,41,72426,17490354,,39_19795337
329,http://m.livejournal.com/read/user/krivo/33666,строить . Когда я пошел в супермаркет и посмотрел на ценник,двухлитровой,пепсе,"и соса - солы я заметил , что сейчас соса - сола на",двухлитровой,пепсе,2010,0,NA,blog,krivo,lj,41,72426,17791563,,39_21015084
482,http://m.livejournal.com/read/user/4px/158628,"прогулки . В хронологическом порядке , без логической связи . В первую очередь",коричневая,пепся,": Друзья - дизайнеры , быть может , найдут что-то интересное и в других",коричневая,пепся,2012,0,Ватикан,blog,4px,lj,41,72426,380200,,39_32590302
565,http://m.livejournal.com/read/user/skazotchnitca/9152,"дома . на кровати , валяясь , читая журнал , жуя груши и отхлебывая",вредную,пепсю,") ) ) чувствую , что к завтрашнему дню нереально соскучусь и по начальникуи",вредную,пепсю,2008,0,Москва,blog,skazotchnitca,lj,41,72426,39436244,,40_2950326
1022,http://m.livejournal.com/read/user/facksha/180925,простыни и прекрасный безмилимитный бар с вкуснейшим черным кофе и,незаканчивающейся,пепсей,"! ; ) Могу так же заметить , что видимо есть что-то там наверху",незаканчивающейся,пепсей,2010,0,Москва,blog,facksha,lj,41,72426,13677901,,40_44764019
25248,http://m.livejournal.com/read/user/rom_mashe4ka/9253,"почитали , а не мультик не разрешили смотреть ! - У тебя очень",красивая,татуя,сзади ! В планетарии : - Сейчас выключат свет и будет показание ! Знакомая,красивая,татуя,2011,0,NA,blog,rom_mashe4ka,lj,41,72429,29052267,,39_26914652
15727,http://m.livejournal.com/read/user/shamglam/239551,Этот мой,лапидарный,хоббий,"( sic ) настолько увлекателен , что остановиться совершенно невозможно .",лапидарный,хоббий,2011,0,NA,blog,shamglam,lj,41,72631,38447849,,40_16425380
3360,http://m.livejournal.com/read/user/kwedos/89951/comments/p1,"Мария , вы поэт ! а это гуляй нога , наверняка ваше",тайное,хоббе,! ),тайное,хоббе,2009,0,Москва,blog,zhivoderova,lj,41,72631,38226273,,39_3510710
4929,http://m.livejournal.com/read/user/not_so_mad_irka/210546,"тоже срочна нада !!! "" На радость мне в Японии есть такое",популярное,хоббе,- покупать акции и на биржах всяких там играть . Сердечный друкк,популярное,хоббе,2013,1976,Япония,blog,not_so_mad_irka,lj,41,72631,25038815,,39_9613397
6236,http://m.livejournal.com/read/user/figov_list/16830/comments/p3,Для детей,прекрасное,хоббе,"- набор "" Юный химик "" .",прекрасное,хоббе,2010,0,Москва,blog,muza_pegasovna,lj,41,72631,23376914,,39_15019401
14768,http://m.livejournal.com/read/user/iralira/133601,"позже выяснилось , по душе ему поло на слонах . В этом",экзотическом,хоббе,"он даже сумел преуспеть , и его шотландская сборная была чемпионом",экзотическом,хоббе,2012,0,Firenze,blog,iralira,lj,41,72631,18632903,,40_12587343
15821,http://m.livejournal.com/read/user/figov_list/16830,"кружки я понял , что детям нужно привить какое нибуть тихое ,",бескровное,хоббе,". Танец отпал сразу , там - сабли . Велосипед - даёт выносливость , а мои",бескровное,хоббе,2010,0,Россия,blog,figov_list,lj,41,72631,14100820,,40_16806169
16271,http://m.livejournal.com/read/user/nissman80huh/77760,"ВААААААА Сб , 21:03 : У кого-то вырастают рога , кто-то заводит себе",интересное,хоббе,"( наряжаться в бабу , шастать на свинг - пати , заниматься йогой ) , кто-то",интересное,хоббе,2011,0,Москва,blog,nissman80huh,lj,41,72631,31155695,,40_18432309
21656,http://m.livejournal.com/read/user/figov_list/16830/comments/p2,Карты ! учите их играть покер . Может статься весьма,прибыльным,хоббе,. Иле убыльным . Как у них с математекой и вниматочностью ?,прибыльным,хоббе,2010,0,Netherlands,blog,iron_chiwawa,lj,41,72631,18843961,,40_40128114
3238,http://m.livejournal.com/read/user/zireael_phan/12311/comments/p1,,Классная,хоббя,":) Покажи образцы , плиз .",Классная,хоббя,2006,0,Austin,blog,b_a_n_s_h_e_e,lj,41,72631,4469867,,39_3029748
5706,http://m.livejournal.com/read/user/mewa/57282/comments/p1,"решить проблему , вам нужно либо сменить работу , либо обзавестись какой-нибудь",общеразвивающей,хоббией,с привлечением единомышленников : ),общеразвивающей,хоббией,2008,0,Россия,blog,laliqua,lj,41,72631,18481220,,39_12735727
11074,http://m.livejournal.com/read/user/solnyshko_ira/11844,"Итак , нашла себе",новую,хоббю,", тем более скоро новый год и можно наделать много много",новую,хоббю,2007,0,Россия,blog,solnyshko_ira,lj,41,72631,31800816,,39_34317915
15002,http://m.livejournal.com/read/user/a_i_r/216564,кончаются. . 2.иногда временно. . 3.во времена 2го пункта завелась у меня,маленькая,хоббя,"- составлять список "" что я купил на последние деньги"". . пришлось от",маленькая,хоббя,2009,1911,Одесса,blog,a_i_r,lj,41,72631,1348983,,40_13434295
15114,http://m.livejournal.com/read/user/alyma/49442/comments/p1,Какая,удобная,хоббя,"! Наляпала цветных кляксочек , обвела . и уже шедевр . ( ... )",удобная,хоббя,2012,0,Москва,blog,almost_cat,lj,41,72631,3199328,,40_13890655
15599,http://m.livejournal.com/read/user/arimna/82996,"спрятала шапку "" ? а потому что у Аримны медленный газ и",новая,хоббя,") ) > "" >",новая,хоббя,2006,0,Россия,blog,arimna,lj,41,72631,4664463,,40_15881297
2119,http://m.livejournal.com/read/user/izmena_do/31620,ничего - соорудим новыя ! А еще я наконец отдалась во власть,собственного,хоббЯ,: добила свои недовязики ( не все ) и соорудила - таки символ года,собственного,хоббЯ,2009,0,NA,blog,izmena_do,lj,41,72631,3826202,,38_8364519
3583,http://m.livejournal.com/read/user/za_me4toy/38390,"народ , посоветуйте , чем заняться ? я не могу придумать ни одного",интерсного,хоббя,... :(,интерсного,хоббя,2007,0,Москва,blog,za_me4toy,lj,41,72631,37902674,,39_4368298
251,http://m.livejournal.com/read/user/taliarus01/192829/comments/p2,"стало , Наташ ... А у меня , как и у тебя - никаких",зубодробительных,хоббев,", только чтение - рисование - садоводство - домашнее хозяйство - путешествия .Ну , и еще",зубодробительных,хоббев,2012,0,Германия,blog,v_strannik,lj,41,72631,8849649,,38_977898
459,http://m.livejournal.com/read/user/kult_urolog/30309,"отвёз миссионеров , куда они просили . После чего вернулся к своим",любимым,хоббям,". И мог бы не вспоминать про всех этих "" миротворцев "" , но",любимым,хоббям,2008,0,Петербург,blog,kult_urolog,lj,41,72631,4517668,,38_1882660
472,http://m.livejournal.com/read/user/lolameen/10595,Одно из моих,многочисленных,хоббей,- фотореставрация . Вот как примерно это выглядит . Пример реставрации фотографии 15-летней,многочисленных,хоббей,2010,0,NA,blog,lolameen,lj,41,72631,4955256,,38_1918949
1062,http://m.livejournal.com/read/user/natashaptizza/8523,"Bye , see u never , have a good life Занимаю себя",следующими,хоббями,: - читаю и пою диски с бейби ( фавориты - The princess and,следующими,хоббями,2009,0,Москва,blog,natashaptizza,lj,41,72631,6046468,,38_4216410
2008,http://m.livejournal.com/read/user/my3rd/52027,связи с острой нехваткой снега мой воспаленный мозг придумывает себе,новые,хоббя,. Сейчас таким потенциально стал р\у авиамоделизм . Никто не хочет подарить,новые,хоббя,2008,0,NA,blog,my3rd,lj,41,72631,5908669,,38_7895981
3665,http://m.livejournal.com/read/user/blueeebird/6396/comments/p1,"настоящая велосипедистка - даже шлем имеется ! Кино , книжки , английский - и никаких",оригинальных,хоббей,". Рада дружбе с вами , Катя ) ) ) И предлагаю дружить на "" ты",оригинальных,хоббей,2020,1982,Москва,blog,goldiy_l,lj,41,72631,12643465,,39_4687237
4368,http://m.livejournal.com/read/user/true_type/419344/comments/p1,"Я Паша , живу в С - Пб . Занимаюсь работой , детьми(своими ) и",всяческими,хоббями,.,всяческими,хоббями,2013,1979,Петербург,blog,pashekot,lj,41,72631,26617745,,39_7319377
4925,http://m.livejournal.com/read/user/not_so_mad_irka/176630/comments/p1,ну у людей вообще дохуя всяких,странных,хоббей,) ) ) за рубречьке фсегда пожалста ) ) ),странных,хоббей,2010,1976,Япония,blog,not_so_mad_irka,lj,41,72631,25038147,,39_9612729
8598,http://m.livejournal.com/read/user/stasensus/111704,видимо . Только за последние три года я перепробовал несколько десятков,различных,хоббей,", среди которых автомобили , в том числе старинные или всепроходимые , параплан",различных,хоббей,2009,0,NA,blog,stasensus,lj,41,72631,32255633,,39_24580849
9157,http://m.livejournal.com/read/user/olivanova/211284/comments/p1,Ронять сейфы и катать по полу гантели -,любимые,хоббы,Соседей Сверху . Крайне желательно также иметь пару непослушных детей и,любимые,хоббы,2008,1984,Киев,blog,olivanova,lj,41,72631,25763207,,39_26754563
10269,http://m.livejournal.com/read/user/nichtzinik/382,"неделю мне это надоест , положу на полочку вместе со всеми",несостоявшимися,хоббами,"и проч. и буду своевремно стряхивать пыль , опять же пока",несостоявшимися,хоббами,2005,1986,Либерия,blog,nichtzinik,lj,41,72631,24561134,,39_30945949
10421,http://m.livejournal.com/read/user/jetto/6956,"Наверное не многие в курсе , что одно из моих",нездоровых,хоббей,"это лазеры , сравнительно опасное , совершенно бесполезное с практической точки зрения",нездоровых,хоббей,2007,1978,NA,blog,jetto,lj,41,72631,15593947,,39_31689557
11346,http://m.livejournal.com/read/user/ms_mask/301051,"вроде перезалития новой музыки в машину , покупкой новых вещей , пробами",различных,хоббей,"... з.ы . вспомнилась собственная фраза , сказанная в разговоре с папой , в",различных,хоббей,2010,0,Казань,blog,ms_mask,lj,41,72631,23203914,,39_35381470
11561,http://m.livejournal.com/read/user/seidler/39192/comments/p1,не ощущаешь ночь : ) а делать ? я вот ща буду своими,маленькими,хоббями,занимацца : ),маленькими,хоббями,2005,0,NA,blog,ramenka,lj,41,72631,35541272,,40_341331
11709,http://m.livejournal.com/read/user/babka_vaska/538,"за неё плОтют вдоволь , мужчина Любимый-Любящий в наличие имеется , увлечения",всевозможные,хоббями,"- тоже , но что-то тревожит . Тревожит упорядоченность действий . Вставать в одно",всевозможные,хоббями,2006,0,NA,blog,babka_vaska,lj,41,72631,5601177,,40_920634
11819,http://m.livejournal.com/read/user/i_senora/69007/comments/p1,но поделать ничего уже не могут - хоббитята быстро вырастают во,взрослых,хоббЕЙ,требующих полноценного внимания : ),взрослых,хоббЕЙ,2007,1983,Казань,blog,myth_inc,lj,41,72631,29559250,,40_1344055
12384,http://m.livejournal.com/read/user/jishiku/74182,"чугун выплавляется по расписанию . Я , так уж получилось , никаких резко",изысканных,хоббей,"не имею , потому что работа мне моя нравится , и необходимости",изысканных,хоббей,2011,0,NA,blog,jishiku,lj,41,72631,19605628,,40_3563314
12550,http://m.livejournal.com/read/user/aprel__/11466,"когда играет сам с собой , играет в жизни ( занимается работой ,",различными,хоббями,", рефлексией , организацией всяких вещей , когда он чувствует себя лидером , в",различными,хоббями,2006,0,Россия,blog,aprel__,lj,41,72631,4501988,,40_4203478
12592,http://m.livejournal.com/read/user/i_senora/69007/comments/p2,этом остальным сидячим хобби и тперь у меня такой зверинец,сидячих,хобббей,", что от стула просто не отрываюсь !",сидячих,хобббей,2007,0,NA,blog,maniak_slovoblu,lj,41,72631,26200689,,40_4337855
14430,http://m.livejournal.com/read/user/htubyf_kzn/40507/comments/p1,В руафте уже состою ) ) ) Каких-то,конкретных,хоббей,не имею,конкретных,хоббей,2013,0,Москва,blog,htubyf_kzn,lj,41,72631,17539734,,40_11304346
15299,http://m.livejournal.com/read/user/nkerah/5225,"по поводу своего сайтега , на тему собственного технического творчества и",многочисленных,хоббиев,. чего мне от него надо : а ) адекватное складирование проектов с,многочисленных,хоббиев,2010,0,NA,blog,nkerah,lj,41,72631,31194588,,40_14695979
16552,http://m.livejournal.com/read/user/semender/713448/comments/p1,женщины - это все же не мое . так мне насоветовали всяких,мужских,хоббей,", там , рыбалка , стрельба , мотоцикл . как лемминг - социопат я убеждена , что",мужских,хоббей,2012,1980,Аляска,blog,slizz,lj,41,72631,39653803,,40_19592369
16759,http://m.livejournal.com/read/user/borhammere/4383,"Поэтому , в своём блоге , я буду переодически выкладывать мини-описания своих",постоянных,хоббей,),постоянных,хоббей,2009,1979,NA,blog,borhammere,lj,41,72631,7098811,,40_20452672
17180,http://m.livejournal.com/read/user/paola_de_sade/10881,из всех VIP-овых заведений твоего района . А потом настает черед,заброшенных,хоббей,! Ты внезапно открываешь в себе безграничный талант по сбору икебаны,заброшенных,хоббей,2009,0,Россия,blog,paola_de_sade,lj,41,72631,33230301,,40_22128603
19181,http://m.livejournal.com/read/user/satin_doll/172117,сейчас в отпуске по уходу за сынулькой . У меня много,прикладных,хоббей,", но о них я пишу редко , чаще разглядываю чужие работы",прикладных,хоббей,2013,0,Петербург,blog,satin_doll,lj,41,72631,37572830,,40_30389313
19557,http://m.livejournal.com/read/user/live_cat/231240/comments/p2,У меня есть пара,увлекательных,хоббей,", и сын впридачу : ни разу не скучно :)",увлекательных,хоббей,2013,0,Железнодорожный,blog,lena_catta,lj,41,72631,23733501,,40_31937462
19580,http://m.livejournal.com/read/user/fanciful_fairy/452,"меня успокаивало , ломало , но мое Alter Ego находило выход в",различных,хоббях,", которые , как я надеялась , станут моим призванием . Чего я только",различных,хоббях,2010,0,Латвия,blog,fanciful_fairy,lj,41,72631,13761792,,40_32025539
20744,http://m.livejournal.com/read/user/helga_spb/3646,"последствия можно предотвратить , если 1 . вы похожи , у вас куча",одинаковых,хоббей,", и вы вместе этим увлекаетесь 2 . у вас остается к",одинаковых,хоббей,2004,0,NA,blog,helga_spb,lj,41,72631,17108582,,40_36659726
22811,http://m.livejournal.com/read/user/midaga/53997,"собой , но и перезаниматься без спешки и нервов давно заброшенными",забытыми,хоббями,. Очень интересно : спать можно в любое время суток . Это непередаваемо,забытыми,хоббями,2013,0,Россия,blog,midaga,lj,41,72631,27835850,,40_44693552
4,http://m.livejournal.com/read/user/grunin/11285,"тишине , я услышал от ночных снайперов что "" время года - зима """,Тоскливые,пенсни,"брошенных тёток , как однажды сказала одна из моих бывших . Видимо",Тоскливые,пенсни,2006,0,NA,blog,grunin,lj,41,72394,3299205,,38_663587
98,http://m.livejournal.com/read/user/b_l_e_f/51798,"Все про кризис , и я про кризис )))) """,Старые,пенсни,"о главном "" или миниатюра "" Сказка про то , как Господин Кризис",Старые,пенсни,2008,0,Россия,blog,b_l_e_f,lj,41,72394,4479337,,39_6883616
160,http://m.livejournal.com/read/user/p_r_e_a_c_h_e_r/97967,"эмоции , это такие группы как Animal Джаz , Маша и Медведи(спевшие",новые,пенсни,") , РУБЛЬ( ! ) , Cheese people , Фруктовый Кефир , Nouvelle Vague(эти французы офигенно играют",новые,пенсни,2010,0,Россия,blog,p_r_e_a_c_h_e_r,lj,41,72394,26329786,,39_17178302
30,http://m.livejournal.com/read/user/es3n/61613,выглядел - живо так выступил - с мимикой :) Дэну выносили какую то,национальную,укулелу,- он ее применил на « Hair of the Dog » . Гитарист даже,национальную,укулелу,2012,1974,Россия,blog,es3n,lj,41,72403,10168238,,39_12202391
84,http://m.livejournal.com/read/user/balago306/215421,"некогда . Коротко из новостей - купил электронную трубку , из Америки приехала",модная,укулеля,", стал делать домашний квас .",модная,укулеля,2012,0,NA,blog,balago306,lj,41,72403,5744736,,40_7523514
133,http://m.livejournal.com/read/user/whiteperm/18794,и самоироничного музыкального хулиганства . В их перфомансах скрипка превращается в,импровизированную,укулелу,", пианино сменяется детским ксилофоном , а бас-гитара - маленьким винтажным синтезатором . А",импровизированную,укулелу,2013,0,NA,blog,wnights_music,lj,41,72403,46542776,,40_36314600
70,http://m.livejournal.com/read/user/unnah/69148,"посвящается . Есть один магазин в сети , где есть все . Даже",вышеупомянутые,укулели,". Лично мне ( как дилетанту , способного сыграть тольк "" Звезда по имени",вышеупомянутые,укулели,2013,0,NA,blog,unnah,lj,41,72403,34948137,,39_33282839
125,http://m.livejournal.com/read/user/ggoose/208265/comments/p1,"Мы - то знаем , что таких",красивых,укулелей,не бывает !,красивых,укулелей,2011,0,Киев,blog,iris_k,lj,41,72403,18783348,,40_29079611
1030,http://m.livejournal.com/read/user/donor_darom/69863/comments/p1,в казенных домах в брежневские времена из бука делали . А,хорошая,хокка,"получилась бы - бук поменять на бамбук , а медведя на панду",хорошая,хокка,2007,0,NA,blog,walentina,lj,41,71982,9201637,,38_3825978
1805,http://m.livejournal.com/read/user/just_nica/123673,тут Остапа понесло насочиняли всяких хооку распионистых :) Вот например украинская,народная,хокка,: Затанцювали в круговертi cнiв бiлi пiони И еще детская : Притворились,народная,хокка,2007,1979,Киев,blog,just_nica,lj,41,71982,3995822,,38_6689093
3524,http://m.livejournal.com/read/user/b_werner/182703,"сердце моем плесневелая стая морщин звуки теплых лампад , и твои",безупречные,хокки,в голове моей больше не тронуты по пустякам . а пустяк,безупречные,хокки,2009,0,NA,blog,b_werner,lj,41,71982,4492422,,39_2641416
9015,http://m.livejournal.com/read/user/daud/667,само по себе достижение что ли. . сегодня проснулся с таким,нестрогим,хокко,: жизнь взрослых куча говна плюнул бы и ушел но растут,нестрогим,хокко,2003,0,Монголия,blog,daud,lj,41,71982,7752810,,39_20230280
13895,http://m.livejournal.com/read/user/afinska_svoloch/3532,оставит свой комментарий о прошедшем событии . Я лишь закончу известной,японсской,хоккой,XVII в. : Кастрюля сгорела . Сладко на сердце . Лишь уборщицу жалко,японсской,хоккой,2007,0,NA,blog,afinska_svoloch,lj,41,71982,1911934,,40_1482277
15730,http://m.livejournal.com/read/user/cryshtal_eva/14510,"вишни у водопада . продолжаете игру , продавец ветра а вообще получилось",неплохая,хокка,". пощу только из-за того , что с первого раза получилась . п.с",неплохая,хокка,2010,0,Киев,blog,cryshtal_eva,lj,41,71982,9031030,,40_7433791
15869,http://m.livejournal.com/read/user/vetka_nn/219777,"Нет , я понимаю , что всех уже задрали эти ЖЖ -",шные,хокки,". Поэтому специально засовываю под кат и текстом , а не исходными",шные,хокки,2009,0,Нижегородская область,blog,vetka_nn,lj,41,71982,45064056,,40_7885529
16496,http://m.livejournal.com/read/user/ivanden/156829/comments/p1,ооо !!! это ж собрать столько надо . и вообще здорово ! такое,позитивный,хокка,- сборникю . м-да. . титаны .,позитивный,хокка,2013,0,Москва,blog,isoterra,lj,41,71982,18933938,,40_9820258
17230,http://m.livejournal.com/read/user/karaulovsk/12330/comments/p1,А ведь есть весьма,философичные,хокки,", ага ...",философичные,хокки,2010,1977,Россия,blog,antibird,lj,41,71982,4317586,,40_12247615
17621,http://m.livejournal.com/read/user/pochtam/318815,"миниатюра pochtam.livejournal.com /184450.html - лето - 2008 , стих pochtam.livejournal.com /206361.html - ночной жор ,",левантийское,хокко,"pochtam.livejournal.com /207370.html - Гальваника , зарисовка pochtam.livejournal.com /208469.html - Ханох , пересказ pochtam.livejournal.com /229954.html",левантийское,хокко,2033,0,Израиль,blog,pochtam,lj,41,71982,34222231,,40_13767462
19171,http://m.livejournal.com/read/user/nowinter/46207/comments/p1,"спасибо скоро сборник можно составлять """,Дворницкие,хокки,""" тоже осени поджидаеш ?",Дворницкие,хокки,2007,0,Иерусалим,blog,nowinter,lj,41,71982,31508639,,40_18986615
20694,http://m.livejournal.com/read/user/lorysokolova/57970,Правильно как-то Матулис в Спорта Авизе писал . Наша норма - 1-2,талантливых,хокка,на год рождения в лучшем случае . Из которых и формируется,талантливых,хокка,2011,0,NA,blog,lorysokolova,lj,41,71982,24950040,,40_24676031
21123,http://m.livejournal.com/read/user/lingua_zhaba/4338,,Избранные,хокки,"и танки наши быстры Плачу от счастья , в зеркало глядя",Избранные,хокки,2005,0,Иерусалим,blog,belenky,lj,41,71982,6149339,,40_26087141
21452,http://m.livejournal.com/read/user/elinaarsenyeva/345418,"в горле , "" с наждачком "" . Вот вам развлечения заболевающего человека , смешные",электронные,хокки,"( я знаю , что правильно - хокку , но ВОТ ЭТО - таки хокки",электронные,хокки,2010,0,NA,blog,elinaarsenyeva,lj,41,71982,12406466,,40_27623828
21579,http://m.livejournal.com/read/user/pelmenpetuhovic/18184,"шмотью , что сижу я не просто так , а жду нашего",прославленного,хокка,") Паша сказал , что Алексей опаздывет , и предложил пойти встретить его",прославленного,хокка,2007,0,NA,blog,pelmenpetuhovic,lj,41,71982,33578980,,40_28253873
23208,http://m.livejournal.com/read/user/semen_petrovich/124443,из шанхая и заставлю её стоя на табуретке рассказывать мне,сладострастные,хокко,"о вечной любви . Потом побью её немного , поедим вместе суши",сладострастные,хокко,2012,0,NA,blog,semen_petrovich,lj,41,71982,37934010,,40_33111352
23876,http://m.livejournal.com/read/user/cristianolopato/30524,"году Тимкин , начиная с матча против "" Локомотива "" зарекомендовал себя как",жесткого,хокка,", полу - тафгая этакого . В сборной России он заиграл еще увереннее",жесткого,хокка,2009,1986,Башкирия,blog,cristianolopato,lj,41,71982,8983676,,40_35658107
25168,http://m.livejournal.com/read/user/iskanderkyu/127039,Лео-Цахес Шмалин,ЭЗАТЭРЫЧЭСКЫЕ,ХОККЫ,"Перевод с подсознательного - И. Кю Нырван , завысым ат внэшных апстъятлств",ЭЗАТЭРЫЧЭСКЫЕ,ХОККЫ,2010,1975,Россия,blog,iskanderkyu,lj,41,71982,18907618,,40_40557495
25240,http://m.livejournal.com/read/user/arsil/21369,Настроение - сидеть у камина И читать,японские,хокко,. Настроение - улыбка Будды .,японские,хокко,2006,1984,Петербург,blog,arsil,lj,41,71982,4780131,,40_40901162
25253,http://m.livejournal.com/read/user/max_2004/3705,"как слон ! ))) Впереди Салат ! ) Да пребудет с Вами Сила , наши",Любимые,Хокки,- вратари - тренера ! С уавжением ваш Ю.В . ( Сорри за многабукв ! ),Любимые,Хокки,2010,0,Балашиха,blog,max_2004,lj,41,71982,27122433,,40_40947655
25844,http://m.livejournal.com/read/user/fiaaa/41059,дешевая была по нашим это около 800 рублей . Поболтали о,чешских,хокках,", играющих в РФ . - Да сейчас хорошо играть в России , деньги",чешских,хокках,2008,0,Башкирия,blog,fiaaa,lj,41,71982,14082125,,40_42845325
4,http://m.livejournal.com/read/user/alex_vk/38549,"повелся на провокацию и поспорил , что доберется на байке быстрее",средней,субары,"на дистанции от галечного пляжа возле санатория Чкалова до "" Таврии",средней,субары,2007,1982,Одесса,blog,alex_vk,lj,41,72136,568445,,38_487038
6,http://m.livejournal.com/read/user/zuzau/10212,"первая и получила все набитые мной , чайником , царапины . Поддела одну",скромную,субару,"кенгурятником - тот бампер в хлам , а на моей - ни зазубринки",скромную,субару,2008,0,Алма-Ата,blog,zuzau,lj,41,72136,9673866,,38_735667
19,http://m.livejournal.com/read/user/digest/167602/comments/p1,"виноват , кто ж тебя ограничивает - дауншифтнись с серой мазды на",потрепаную,субару,"- и сразу появится уверенность в завтрашнем дне , вроде как у",потрепаную,субару,2012,1962,Израиль,blog,mfi,lj,41,72136,5556671,,38_1552056
39,http://m.livejournal.com/read/user/alec_bittner/1154,"меня есть подозрение , что завод и его дилеры решили поместить",новую,Субару,"в премиум-класс , не особо заботясь о соответствие этому классу . Кнопки",новую,Субару,2008,0,NA,blog,alec_bittner,lj,41,72136,514371,,38_3645316
42,http://m.livejournal.com/read/user/alec_bittner/2809,на половинке заднего дивана вместе со шкафами и велосипедами . В,новую,Субару,влезают только пакеты из супермаркета . А запаску на железном диске,новую,Субару,2008,0,NA,blog,alec_bittner,lj,41,72136,514430,,38_3645375
